Vertex 		Distance from Source
8446	160.13.231.69	242
8447	160.17.109.95	342
8448	160.27.133.226	314
8449	160.33.105.198	332
8450	160.34.115.110	308
8451	160.37.161.62	450
8452	160.45.185.230	352
8453	160.46.69.62	413
8454	160.47.218.46	383
8455	160.48.150.12	427
8456	160.53.182.173	467
8457	160.61.24.236	525
8458	160.62.226.173	381
8459	160.63.24.253	319
8460	160.66.35.93	202
8461	160.71.77.126	340
8462	160.72.92.163	243
8463	160.73.157.41	190
8464	160.74.206.19	310
8465	160.76.253.153	346
8466	160.81.136.239	337
8467	160.88.130.164	325
8468	160.89.215.250	412
8469	160.89.220.39	242
8470	160.90.27.248	326
8471	160.91.171.154	279
8472	160.107.142.213	452
8473	160.118.68.4	238
8474	160.125.15.148	542
8475	160.126.104.177	227
8476	160.137.21.73	376
8477	160.148.188.213	406
8478	160.155.240.162	400
8479	160.156.92.221	310
8480	160.158.66.157	431
8481	160.159.106.29	488
8482	160.162.225.229	276
8483	160.165.26.75	392
8484	160.168.151.4	319
8485	160.174.102.132	323
8486	160.180.6.62	381
8487	160.190.109.99	380
8488	160.193.70.202	297
8489	160.193.193.58	399
8490	160.209.226.139	365
8491	160.212.88.90	304
8492	160.218.64.51	305
8493	160.218.200.113	368
8494	160.219.229.199	499
8495	160.225.239.197	440
8496	160.230.168.216	389
8497	160.238.5.147	362
8498	160.238.50.212	430
8499	160.251.252.79	297
8500	160.252.217.241	329
8501	160.254.237.76	266
8502	161.3.180.98	330
8503	161.14.38.27	253
8504	161.19.68.236	423
8505	161.23.164.191	286
8506	161.31.117.123	319
8507	161.34.248.56	334
8508	161.36.67.204	328
8509	161.36.148.94	667
8510	161.36.185.211	279
8511	161.44.53.218	360
8512	161.44.142.127	257
8513	161.49.20.77	416
8514	161.53.30.34	296
8515	161.53.121.157	279
8516	161.59.182.82	304
8517	161.62.162.127	412
8518	161.72.122.105	293
8519	161.76.24.138	336
8520	161.76.229.215	302
8521	161.77.74.11	384
8522	161.82.210.15	170
8523	161.83.159.220	444
8524	161.94.52.20	374
8525	161.105.206.143	303
8526	161.115.139.229	374
8527	161.123.162.218	374
8528	161.129.167.85	357
8529	161.131.87.26	303
8530	161.132.2.18	390
8531	161.132.95.15	354
8532	161.135.78.3	323
8533	161.136.22.242	437
8534	161.140.17.11	360
8535	161.154.128.201	392
8536	161.177.135.177	231
8537	161.179.165.114	467
8538	161.180.31.188	373
8539	161.193.51.48	345
8540	161.193.192.179	353
8541	161.196.200.3	478
8542	161.199.61.161	344
8543	161.215.1.186	416
8544	161.222.156.68	310
8545	161.225.5.120	341
8546	161.226.36.147	168
8547	161.234.136.91	354
8548	161.236.225.106	381
8549	161.236.253.134	302
8550	161.237.237.14	155
8551	161.241.90.23	396
8552	161.247.194.101	334
8553	161.247.240.13	481
8554	161.248.224.178	358
8555	161.249.145.254	266
8556	162.3.64.50	347
8557	162.15.75.122	394
8558	162.16.48.149	266
8559	162.25.5.46	214
8560	162.28.9.253	341
8561	162.33.10.206	195
8562	162.41.104.113	399
8563	162.48.148.62	488
8564	162.51.1.204	351
8565	162.60.247.137	296
8566	162.61.217.92	380
8567	162.63.228.242	457
8568	162.79.43.9	359
8569	162.79.203.121	374
8570	162.80.16.248	351
8571	162.81.79.112	354
8572	162.82.146.148	340
8573	162.85.245.82	627
8574	162.86.83.179	433
8575	162.97.215.105	267
8576	162.102.234.253	281
8577	162.113.232.125	329
8578	162.115.151.55	474
8579	162.116.99.179	346
8580	162.116.172.38	317
8581	162.125.169.152	374
8582	162.132.87.113	361
8583	162.136.19.41	316
8584	162.143.173.91	281
8585	162.146.149.153	228
8586	162.152.206.159	356
8587	162.153.139.215	317
8588	162.160.1.60	407
8589	162.162.143.137	296
8590	162.163.155.209	466
8591	162.169.196.64	358
8592	162.170.87.179	310
8593	162.173.185.52	332
8594	162.174.107.210	352
8595	162.177.128.41	338
8596	162.179.4.193	317
8597	162.181.203.48	415
8598	162.191.99.154	425
8599	162.205.227.184	570
8600	162.209.48.133	466
8601	162.214.127.206	260
8602	162.232.236.46	393
8603	162.238.86.195	313
8604	162.243.39.136	480
8605	162.250.150.78	307
8606	162.251.106.20	345
8607	163.9.209.60	357
8608	163.9.254.205	463
8609	163.28.144.7	354
8610	163.29.45.23	283
8611	163.33.15.129	457
8612	163.33.235.129	425
8613	163.34.67.115	475
8614	163.36.118.144	279
8615	163.39.12.172	407
8616	163.39.224.34	388
8617	163.60.254.153	314
8618	163.70.139.145	269
8619	163.82.24.251	357
8620	163.83.79.107	380
8621	163.86.126.243	394
8622	163.89.157.119	468
8623	163.91.110.123	326
8624	163.93.141.155	416
8625	163.98.116.43	360
8626	163.112.91.222	385
8627	163.113.43.46	502
8628	163.116.139.100	425
8629	163.119.119.240	374
8630	163.119.171.191	334
8631	163.121.118.112	353
8632	163.124.201.89	381
8633	163.134.173.35	273
8634	163.141.117.120	309
8635	163.146.144.173	412
8636	163.150.38.21	403
8637	163.153.254.188	544
8638	163.162.32.78	250
8639	163.174.212.129	567
8640	163.179.117.77	485
8641	163.182.124.242	392
8642	163.190.6.71	362
8643	163.209.118.209	315
8644	163.215.248.29	342
8645	163.220.81.182	120
8646	163.224.235.189	283
8647	163.229.103.21	269
8648	163.230.36.177	476
8649	163.230.204.88	492
8650	163.237.11.151	482
8651	163.241.176.66	315
8652	163.248.170.233	380
8653	163.250.176.241	266
8654	163.251.206.173	404
8655	163.252.85.227	365
8656	164.1.191.35	441
8657	164.8.199.228	367
8658	164.10.123.151	452
8659	164.20.102.149	430
8660	164.21.121.10	359
8661	164.23.71.192	356
8662	164.33.162.218	444
8663	164.44.166.20	319
8664	164.44.202.26	329
8665	164.45.66.91	288
8666	164.49.124.181	366
8667	164.56.40.57	468
8668	164.61.50.254	586
8669	164.66.33.148	341
8670	164.74.38.67	342
8671	164.74.227.247	389
8672	164.82.112.220	392
8673	164.85.151.77	425
8674	164.92.183.114	338
8675	164.96.236.48	427
8676	164.97.190.15	259
8677	164.108.237.199	279
8678	164.110.173.216	347
8679	164.110.223.114	459
8680	164.116.96.74	261
8681	164.121.132.83	282
8682	164.133.236.155	315
8683	164.134.32.200	249
8684	164.139.93.119	354
8685	164.141.14.179	243
8686	164.142.74.87	344
8687	164.144.224.11	348
8688	164.146.58.37	574
8689	164.151.23.156	420
8690	164.161.218.200	197
8691	164.161.233.220	343
8692	164.173.194.205	712
8693	164.176.113.242	622
8694	164.204.145.209	315
8695	164.209.129.170	279
8696	164.212.23.141	413
8697	164.219.17.206	356
8698	164.220.2.84	312
8699	164.224.30.171	321
8700	164.228.49.245	385
8701	164.237.167.181	336
8702	164.246.161.191	495
8703	164.247.40.67	401
8704	164.254.8.80	347
8705	165.30.35.93	301
8706	165.38.150.54	309
8707	165.40.244.61	328
8708	165.53.162.227	346
8709	165.54.125.219	265
8710	165.63.60.179	391
8711	165.66.108.103	318
8712	165.67.66.95	235
8713	165.73.136.151	547
8714	165.75.36.129	409
8715	165.75.109.77	466
8716	165.81.251.17	262
8717	165.82.145.228	448
8718	165.98.161.252	261
8719	165.106.16.152	247
8720	165.111.117.125	363
8721	165.111.187.166	439
8722	165.118.150.166	319
8723	165.127.109.206	438
8724	165.135.28.77	136
8725	165.139.46.193	300
8726	165.139.160.57	286
8727	165.154.67.212	298
8728	165.155.146.214	423
8729	165.159.98.228	466
8730	165.173.50.254	457
8731	165.174.207.143	321
8732	165.176.59.150	268
8733	165.176.183.7	437
8734	165.179.127.251	323
8735	165.184.28.104	405
8736	165.187.114.235	216
8737	165.189.127.216	243
8738	165.191.212.71	590
8739	165.197.209.56	419
8740	165.199.35.221	369
8741	165.201.246.93	265
8742	165.208.101.108	355
8743	165.213.142.173	429
8744	165.213.219.95	219
8745	165.217.242.70	514
8746	165.227.101.38	390
8747	165.227.193.234	216
8748	165.227.246.118	529
8749	165.238.93.227	339
8750	165.240.177.210	381
8751	165.245.231.95	272
8752	166.13.136.135	272
8753	166.14.17.21	253
8754	166.19.104.222	463
8755	166.22.226.7	553
8756	166.30.54.80	261
8757	166.36.199.137	306
8758	166.58.67.111	409
8759	166.67.84.159	394
8760	166.75.206.109	225
8761	166.83.124.183	398
8762	166.84.177.151	351
8763	166.97.116.220	318
8764	166.100.161.107	302
8765	166.107.78.46	359
8766	166.107.84.21	358
8767	166.113.26.176	330
8768	166.114.160.206	414
8769	166.118.142.242	473
8770	166.123.207.233	321
8771	166.128.153.149	355
8772	166.129.138.168	332
8773	166.145.78.222	312
8774	166.150.41.203	382
8775	166.150.68.224	241
8776	166.153.19.207	393
8777	166.164.79.222	330
8778	166.168.195.244	501
8779	166.178.17.89	317
8780	166.188.160.137	407
8781	166.192.120.158	342
8782	166.205.134.239	460
8783	166.206.170.144	377
8784	166.209.199.18	542
8785	166.212.135.11	265
8786	166.232.201.61	477
8787	166.235.144.248	261
8788	166.247.153.144	303
8789	166.247.210.200	289
8790	166.251.92.44	341
8791	70.52.212.63	418
8792	70.55.128.15	366
8793	70.68.199.62	469
8794	70.78.75.84	275
8795	70.78.154.147	458
8796	70.79.76.174	360
8797	70.80.84.219	369
8798	70.83.99.24	438
8799	70.86.211.19	322
8800	70.93.6.46	354
8801	70.94.107.32	382
8802	70.100.143.67	335
8803	70.103.12.61	366
8804	70.108.171.3	368
8805	70.115.118.104	245
8806	70.121.213.16	240
8807	70.130.200.95	573
8808	70.132.241.3	505
8809	70.133.95.12	371
8810	70.142.195.234	516
8811	166.252.62.117	342
8812	166.254.198.75	433
8813	167.1.14.108	539
8814	167.4.246.196	388
8815	167.14.189.239	333
8816	167.22.70.47	365
8817	167.32.43.199	336
8818	167.33.9.199	365
8819	167.36.181.187	238
8820	167.39.147.155	262
8821	167.40.60.86	370
8822	167.43.134.136	371
8823	167.44.106.184	433
8824	167.55.195.141	404
8825	167.75.51.125	372
8826	167.78.208.190	367
8827	167.79.235.71	326
8828	167.80.146.63	413
8829	167.81.144.155	336
8830	167.89.15.163	380
8831	167.102.205.239	227
8832	167.104.5.163	202
8833	167.113.2.225	339
8834	167.117.123.253	252
8835	167.128.221.251	324
8836	167.132.36.192	443
8837	167.134.75.207	507
8838	175.110.232.25	365
8839	175.133.170.187	285
8840	175.136.33.70	375
8841	175.137.101.89	288
8842	175.150.227.39	361
8843	175.162.185.46	369
8844	175.163.187.162	402
8845	175.166.192.39	368
8846	175.182.74.205	429
8847	175.191.37.189	423
8848	175.191.62.88	345
8849	175.192.190.46	413
8850	175.199.14.49	333
8851	175.208.247.78	350
8852	175.224.75.17	478
8853	175.227.81.44	332
8854	175.230.96.62	487
8855	175.241.51.213	229
8856	175.248.106.70	161
8857	175.250.112.105	441
8858	175.252.157.137	308
8859	175.254.195.135	425
8860	176.13.10.43	294
8861	176.21.99.159	292
8862	176.23.194.25	372
8863	176.28.244.100	370
8864	176.30.9.245	315
8865	176.38.238.196	331
8866	176.48.235.71	428
8867	176.49.148.10	385
8868	176.62.46.66	356
8869	176.70.244.229	405
8870	176.71.140.112	228
8871	176.78.221.199	334
8872	176.79.222.177	269
8873	176.92.16.166	336
8874	176.100.200.51	511
8875	176.106.108.64	413
8876	176.109.141.194	411
8877	176.120.207.52	306
8878	176.121.61.229	387
8879	176.134.40.186	286
8880	176.141.208.102	353
8881	176.148.166.183	390
8882	176.150.12.185	267
8883	176.152.93.188	258
8884	176.157.127.24	323
8885	176.170.7.143	417
8886	176.170.238.160	345
8887	176.184.106.225	343
8888	176.187.20.250	353
8889	176.195.71.60	256
8890	176.202.49.4	409
8891	176.211.114.215	303
8892	176.214.180.243	438
8893	176.216.230.200	296
8894	176.221.219.98	335
8895	176.227.74.81	365
8896	176.227.205.112	359
8897	176.227.223.179	392
8898	176.231.137.99	282
8899	176.234.103.196	306
8900	176.237.84.83	396
8901	176.241.181.221	303
8902	176.243.84.250	320
8903	176.249.70.145	367
8904	176.250.2.49	426
8905	176.252.64.254	325
8906	176.253.38.81	490
8907	177.5.26.166	443
8908	177.5.136.59	435
8909	177.14.138.153	223
8910	177.25.82.94	335
8911	177.30.90.210	494
8912	177.36.162.74	352
8913	177.37.113.126	314
8914	177.37.170.152	223
8915	177.38.207.89	471
8916	177.42.240.243	360
8917	177.51.233.170	295
8918	177.59.197.250	439
8919	177.73.93.236	628
8920	177.78.202.115	279
8921	177.80.45.54	395
8922	177.86.91.118	357
8923	177.89.13.206	310
8924	177.94.205.232	402
8925	177.100.231.36	328
8926	177.102.145.156	248
8927	177.113.145.183	313
8928	177.117.185.171	423
8929	177.124.249.124	269
8930	177.130.96.13	297
8931	177.131.25.162	234
8932	177.131.192.13	332
8933	177.136.44.245	321
8934	177.136.180.213	271
8935	177.142.220.155	321
8936	177.144.11.173	395
8937	177.156.136.173	331
8938	177.158.72.93	410
8939	177.158.199.33	460
8940	177.165.45.212	287
8941	177.165.126.136	674
8942	177.165.198.118	446
8943	177.165.242.217	328
8944	177.166.79.5	215
8945	177.169.106.241	356
8946	177.178.232.249	221
8947	177.179.36.189	391
8948	177.180.206.159	373
8949	177.197.229.253	355
8950	177.209.225.101	457
8951	177.221.8.227	377
8952	177.223.15.142	441
8953	177.226.212.38	276
8954	177.229.139.75	320
8955	177.231.84.236	191
8956	177.241.239.72	309
8957	177.244.85.166	344
8958	177.245.51.132	322
8959	178.5.226.61	219
8960	178.27.168.62	365
8961	178.45.40.163	370
8962	178.45.111.239	205
8963	178.46.71.76	295
8964	178.54.158.196	340
8965	178.56.175.252	552
8966	178.57.185.225	334
8967	178.63.117.26	259
8968	178.78.120.232	270
8969	178.86.20.122	417
8970	178.93.190.27	461
8971	178.97.2.52	687
8972	178.97.21.79	217
8973	178.101.93.61	502
8974	178.107.176.137	213
8975	178.110.121.38	280
8976	178.111.12.176	341
8977	178.112.193.225	415
8978	178.114.249.40	390
8979	178.117.245.89	352
8980	178.121.229.242	384
8981	178.126.234.161	356
8982	178.127.144.32	381
8983	178.136.82.97	302
8984	178.137.98.148	252
8985	178.141.213.109	493
8986	178.143.242.146	406
8987	178.159.220.178	402
8988	178.166.199.18	518
8989	178.168.121.253	294
8990	178.173.145.28	310
8991	178.175.139.183	265
8992	178.176.145.49	409
8993	178.178.20.209	393
8994	178.178.149.83	493
8995	178.183.144.46	522
8996	178.187.65.59	388
8997	178.189.68.89	257
8998	178.191.125.90	387
8999	178.198.189.6	513
9000	178.203.29.35	262
9001	178.203.111.37	265
9002	178.205.2.187	401
9003	178.213.166.202	387
9004	178.232.20.31	396
9005	178.233.75.45	373
9006	178.246.164.117	225
9007	178.248.226.54	402
9008	178.252.47.251	348
9009	179.3.83.242	135
9010	179.19.172.242	93
9011	179.19.249.104	294
9012	179.26.158.187	234
9013	179.28.194.161	325
9014	179.32.101.18	376
9015	179.36.10.205	269
9016	179.37.61.115	176
9017	179.38.218.77	337
9018	179.41.31.78	290
9019	179.52.192.160	323
9020	179.53.219.61	460
9021	179.54.96.84	438
9022	179.72.48.198	284
9023	179.79.43.49	454
9024	179.82.167.177	275
9025	179.87.222.195	569
9026	179.92.78.248	445
9027	179.92.105.41	346
9028	179.95.20.48	302
9029	179.95.85.172	291
9030	179.97.54.67	240
9031	179.97.177.50	367
9032	179.98.238.21	247
9033	179.112.8.148	346
9034	179.120.162.174	408
9035	179.122.106.4	474
9036	179.128.161.71	204
9037	179.128.245.213	284
9038	179.136.226.101	160
9039	179.147.43.61	321
9040	179.148.203.171	378
9041	179.151.42.7	331
9042	179.152.5.182	313
9043	179.164.63.54	275
9044	179.164.109.137	391
9045	179.167.29.101	141
9046	179.167.222.251	312
9047	179.168.14.75	622
9048	179.171.49.160	274
9049	179.174.225.134	338
9050	179.193.227.105	519
9051	179.195.62.60	230
9052	179.195.95.167	366
9053	179.206.191.3	154
9054	179.218.142.179	401
9055	179.227.139.131	391
9056	179.228.9.121	349
9057	179.231.179.204	375
9058	179.233.170.12	244
9059	179.242.233.40	120
9060	179.249.15.36	226
9061	179.252.189.87	612
9062	180.4.55.221	219
9063	180.6.220.193	390
9064	180.8.79.139	281
9065	180.8.85.156	208
9066	180.11.39.229	352
9067	180.13.43.32	319
9068	180.16.106.242	410
9069	180.30.108.28	319
9070	180.32.170.53	363
9071	180.33.175.33	192
9072	180.36.81.124	414
9073	180.37.140.172	383
9074	180.52.30.132	299
9075	180.68.185.236	525
9076	180.78.187.236	185
9077	180.79.11.120	352
9078	180.81.30.78	275
9079	180.84.174.1	421
9080	180.85.13.236	397
9081	180.94.106.152	378
9082	180.94.244.95	303
9083	180.100.133.31	255
9084	180.103.80.47	301
9085	180.107.106.185	411
9086	180.109.107.239	255
9087	180.111.81.89	472
9088	180.121.205.5	355
9089	180.129.97.10	296
9090	180.134.189.146	421
9091	180.137.136.68	311
9092	180.147.5.227	285
9093	180.151.200.92	480
9094	180.156.135.247	464
9095	180.169.211.20	363
9096	180.173.163.85	373
9097	180.173.217.154	345
9098	180.177.77.88	369
9099	180.177.142.185	434
9100	180.180.191.5	442
9101	180.182.126.182	249
9102	180.192.198.44	460
9103	180.205.250.238	444
9104	180.211.51.174	453
9105	180.211.153.194	371
9106	180.217.52.75	265
9107	180.231.117.243	425
9108	180.242.147.2	179
9109	180.242.186.103	354
9110	180.252.10.5	332
9111	181.12.183.87	577
9112	181.28.240.191	402
9113	181.29.6.180	426
9114	181.36.211.83	282
9115	181.42.143.53	130
9116	181.46.7.185	329
9117	181.52.64.249	267
9118	181.53.237.245	482
9119	181.55.137.99	297
9120	181.60.104.116	414
9121	181.64.246.29	287
9122	181.73.166.17	393
9123	181.77.162.230	333
9124	181.82.110.25	329
9125	181.85.80.66	404
9126	181.86.125.22	310
9127	181.86.245.221	333
9128	181.97.105.198	375
9129	181.97.177.15	335
9130	181.101.9.110	297
9131	181.103.206.211	541
9132	181.104.73.227	454
9133	181.106.221.184	371
9134	181.116.237.65	330
9135	181.117.147.52	315
9136	181.119.225.74	452
9137	181.122.172.93	373
9138	181.130.193.176	495
9139	181.134.177.30	446
9140	181.143.173.168	332
9141	181.160.225.7	464
9142	181.162.238.61	324
9143	181.163.33.98	246
9144	181.163.145.99	316
9145	181.170.40.36	404
9146	181.176.62.152	388
9147	181.181.165.149	390
9148	181.182.130.12	133
9149	181.187.127.191	492
9150	181.200.68.166	343
9151	181.201.179.205	469
9152	181.204.89.243	353
9153	181.208.202.148	533
9154	181.220.248.120	351
9155	181.221.73.73	327
9156	181.227.166.59	326
9157	181.231.225.224	313
9158	181.232.40.238	349
9159	181.232.163.139	413
9160	181.234.132.113	325
9161	181.243.249.132	482
9162	181.253.27.155	273
9163	181.253.190.167	243
9164	182.1.231.175	350
9165	182.2.144.39	460
9166	182.4.33.90	404
9167	182.14.155.87	201
9168	182.22.45.82	307
9169	182.22.96.71	427
9170	182.32.155.129	340
9171	182.33.189.6	442
9172	182.34.34.236	289
9173	182.47.36.241	356
9174	182.53.250.98	442
9175	182.55.100.236	363
9176	182.56.235.126	465
9177	182.58.165.132	290
9178	182.61.103.63	306
9179	182.68.111.134	311
9180	182.69.221.132	396
9181	182.73.177.26	327
9182	182.78.118.168	200
9183	182.81.42.141	350
9184	182.83.11.134	322
9185	182.84.100.51	328
9186	182.87.47.62	292
9187	182.102.229.121	534
9188	182.105.92.105	211
9189	182.106.20.108	304
9190	182.131.133.246	537
9191	182.137.45.124	342
9192	182.140.48.93	282
9193	182.146.43.145	352
9194	182.148.190.202	358
9195	182.152.163.93	332
9196	182.153.115.244	300
9197	182.158.133.188	359
9198	182.158.247.2	583
9199	182.168.197.160	482
9200	182.172.214.28	421
9201	182.174.186.108	477
9202	182.176.134.26	229
9203	182.177.178.175	405
9204	182.195.24.86	504
9205	182.197.22.51	348
9206	182.197.125.65	340
9207	182.201.95.181	427
9208	182.205.246.252	372
9209	182.212.243.232	340
9210	182.213.243.113	162
9211	182.216.7.128	505
9212	182.223.230.59	474
9213	182.228.120.227	429
9214	182.231.2.156	510
9215	182.231.243.69	275
9216	182.240.184.247	493
9217	182.250.131.19	323
9218	182.251.22.175	272
9219	182.253.3.27	379
9220	183.9.182.81	388
9221	183.10.177.218	357
9222	183.12.175.205	370
9223	183.12.206.149	231
9224	183.21.240.153	418
9225	183.23.168.134	392
9226	183.27.237.231	443
9227	183.29.96.58	395
9228	183.43.78.248	224
9229	183.52.133.232	398
9230	183.57.70.132	274
9231	183.58.122.133	303
9232	183.60.48.151	336
9233	183.62.179.129	447
9234	183.66.117.146	330
9235	183.73.38.44	472
9236	183.73.154.211	251
9237	183.75.133.28	308
9238	183.79.11.2	363
9239	183.82.131.223	438
9240	183.86.129.160	302
9241	183.92.71.189	516
9242	183.93.43.32	465
9243	183.94.247.251	343
9244	183.108.66.244	286
9245	183.114.239.229	249
9246	183.130.66.170	607
9247	183.140.143.61	252
9248	183.141.118.224	269
9249	183.143.160.47	423
9250	183.145.25.220	441
9251	183.156.25.27	301
9252	183.156.142.86	415
9253	183.167.137.3	420
9254	183.173.131.150	424
9255	183.177.26.186	358
9256	183.177.195.163	457
9257	183.185.23.207	500
9258	183.189.106.36	398
9259	183.194.76.196	405
9260	183.197.228.23	435
9261	183.198.241.88	296
9262	183.199.199.33	439
9263	183.203.24.90	523
9264	183.205.100.176	502
9265	183.211.173.163	301
9266	183.211.176.127	359
